name,country
"Department of Computer Science, Yale University",USA
"Department of Computer Science, Cornell University (cornell.edu)",USA
"Department of Computer Science, Cornell University (cs.cornell.edu)",USA
"Department of Computer Science, University of North Carolina at Chapel Hill (duplicate)",USA
"Department of Computer Science, University of Wisconsin - Madison (duplicate)",USA
"Department of Computer Science, Hanyang University (hanyang.ac.kr)",South Korea
"Department of Computer Science, Iowa State University (iastate.edu)",USA
"Department of Computer Science, National University of Singapore (nus.edu.sg)",Singapore
"Department of Computer Science, Princeton University (princeton.edu)",USA
"Department of Computer Science, Ruhr-Universtät Bochum (rub.de)",Germany
"Department of Computer Science, Stanford University (stanford.edu)",USA
"Department of Computer Science, University of Copenhagen (diku.dk)",Denmark
"Department of Computer Science, University of Maryland, College Park (umd.edu)",USA
"Department of Computer Science, University of Oxford (ox.ac.uk)",UK
"Department of Computer Science, University of Oxford (oxford.ac.uk)",UK
"Department of Computer Science, University of Texas at Austin (utexas.edu)",USA
"Department of Computer Science, University of Virginia, Charlottesville (virginia.edu)",USA
"Department of Computer Science, University of Washington (duplicate)",USA
"Department of Computing, Hong Kong Polytechnic University (connect.polyu.hk)",Hong Kong
"Department of Data Science & AI, Monash University (monash.edu)",Australia
"Department of Data Science, City University of Hong Kong",Hong Kong
"Department of Electrical and Electronic Engineering, The University of Hong Kong",Hong Kong
"Department of Electrical and Electronic Engineering, Imperial College London (ic.ac.uk)",UK
"Department of Electronic Engineering, BNRist, Tsinghua University",China
"Department of Electronic Engineering, Shanghai Jiaotong University (sjtu.edu.cn)",China
"Department of Electronic Engineering, Tsinghua University (tsinghua.edu.cn)",China
"Department of Electronic and Computer Engineering, Hong Kong University of Science and Technology (ust.hk)",Hong Kong
"Department of Engineering Enzo Ferrari, University of Modena and Reggio Emilia (unimore.it)",Italy
"Department of Engineering Science, University of Oxford (ox.ac.uk)",UK
"Department of Information Engineering, University of Padua (unipd.it)",Italy
"Department of Information Systems, Westfälische Wilhelms-Universität Münster (uni-muenster.de)",Germany
"Department of Management Science & Engineering, Stanford University (stanford.edu)",USA
"Department of Mathematical Informatics, The University of Tokyo (g.ecc.u-tokyo.ac.jp)",Japan
"Department of Mathematics and Computer Science, Eindhoven University of Technology (tue.nl)",Netherlands
"Department of Mathematics and Informatics, University of Basel (unibas.ch)",Switzerland
"Department of Mathematics, University of Wisconsin – Madison",USA
