Title,Authors_Institutes,Submission Date
Learning Multi-view Molecular Representations with Structured and Unstructured Knowledge,"Yizhen Luo (Institute for AI Industry Research (AIR), Tsinghua University); Kai Yang (Institute for AI Industry Research (AIR), Tsinghua University); Massimo Hong (Institute for AI Industry Research (AIR), Tsinghua University); Xing Yi Liu (Institute for AI Industry Research (AIR), Tsinghua University); Zikun Nie (Institute for AI Industry Research (AIR), Tsinghua University); Hao Zhou (Institute for AI Industry Research (AIR), Tsinghua University); Zaiqing Nie (Institute for AI Industry Research (AIR), Tsinghua University, Pharmolix Inc.)",June 2024
Optimizing OOD Detection in Molecular Graphs: A Novel Approach with Diffusion Models,Xu Shen (Jilin University); Yili Wang (Jilin University); Kaixiong Zhou (Massachusetts Institute of Technology); Shirui Pan (Griffith University); Xin Wang (Jilin University),April 2024
Ranking with Slot Constraints,"Wentao Guo (Department of Computer Science, Cornell University); Andrew Wang (Department of Computer Science, Cornell University); Bradon Thymes (Department of Computer Science, Cornell University); Thorsten Joachims (Department of Computer Science, Cornell University)",October 2023
Meta Clustering of Neural Bandits,"Yikun Ban (University of Illinois at Urbana-Champaign); Yunzhe Qi (University of Illinois at Urbana-Champaign); Tianxin Wei (University of Illinois, Urbana-Champaign); Lihui Liu(Univesity of Illinois, Urbana-Champaign); Jingrui He (University of Illinois, Urbana Champaign)","10 August, 2024"
Neural Retrievers are Biased Towards LLM-Generated Content,"Sunhao Dai (Gaoling School of Artificial Intelligence, Renmin University of China); Yuqi Zhou (Gaoling School of Artificial Intelligence, Renmin University of China); Liang Pang (CAS Key Laboratory of AI Safety Institute of Computing Technology Chinese Academy of Sciences); Weihao Liu (Gaoling School of Artificial Intelligence, Renmin University of China); Xiaolin Hu (Gaoling School of Artificial Intelligence, Renmin University of China); Yong Liu (Gaoling School of Artificial Intelligence, Renmin University of China); Xiao Zhang (Gaoling School of Artificial Intelligence, Renmin University of China); Gang Wang (Noah’s Ark Lab, Huawei); Jun Xu (Gaoling School of Artificial Intelligence, Renmin University of China)","31 October, 2023"
Reliable Confidence Intervals for Information Retrieval Evaluation using Generative A.I.,"Harrie Oosterhuis (Google Research, Radboud University); Rolf Jagerman (Google Research); Zhen Qin (Google Research); Xuanhui Wang (Google Research); Michael Bendersky (Google Research)",July 2024
Extreme Meta-classification for Large-Scale Zero-Shot Retrieval,Sachin Yadav (Microsoft Research); Deepak Saini (Microsoft); Anirudh Buvanesh (Microsoft Research); Bhawna Paliwal (Microsoft Research); Kunal Dahiya (Indian Institute of Technology Delhi); Siddarth Asokan (Microsoft Research); Yashoteja Prabhu (Microsoft Research); Jian Jiao (Microsoft); Manik Varma (Microsoft Research),Not Found
Towards Robust Information Extraction via Binomial Distribution Guided Counterpart Sequence,"Yinhao Bai (College of Software, Nankai University); Yuhua Zhao (College of Software, Nankai University); Zhixin Han (College of Software, Nankai University); Hang Gao (College of Artificial Intelligence, Tianjin University of Science and Technology); Chao Xue (JD Explore Academy); Mengting Hu (College of Software, Nankai University)",Not Found
Revisiting Local PageRank Estimation on Undirected Graphs: Simple and Optimal,Hanzhi Wang (Renmin University of China),September 2024
Reimagining Graph Classification from a Prototype View with Optimal Transport: Algorithm and Theorem,"Chen Qian (Gaoling School of Artificial Intelligence, Renmin University of China); Huayi Tang(Gaoling School of Artificial Intelligence, Renmin University of China); Hong Liang (School of Electronic and Computer Engineering, Peking University); Yong Liu (Gaoling School of Artificial Intelligence, Renmin University of China)",Not Found
A Unified Core Structure in Multiplex Networks: From Finding the Densest Subgraph to Modeling User Engagement,Farnoosh Hashemi (Cornell University); Ali Behrouz (Cornell University),June 2024
Influence Maximization via Graph Neural Bandits,"Yuting Feng (Department of Electrical & Computer Engineering, National University of Singapore); Vincent Tan (Department of Mathematics, National University of Singapore); Bogdan Cautis (CNRS LISN, Université Paris Saclay)",June 2024
Predicting Cascading Failures with a Hyperparametric Diffusion Model,"Bin Xiang (CNRS@CREATE); Bogdan Cautis (University of Paris-Saclay, CNRS LISN); Xiaokui Xiao (National University of Singapore); Olga Mula (Eindhoven University of Technology); Dusit Niyato (Nanyang Technological University); Laks V.S. Lakshmanan (University of British Columbia)",June 2024
Unsupervised Alignment of Hypergraphs with Different Scales,Manh Tuan Do (KAIST); Kijung Shin (KAIST),Not Found
Hierarchical Neural Constructive Solver for Real-world TSP Scenarios,"Yong Liang Goh (School of Computing, National University of Singapore); Zhiguang Cao (Singapore Management University); Yining Ma (National University of Singapore); Yanfei Dong (School of Computing, National University of Singapore); Mohammed Haroon Dupty (School of Computing, National University of Singapore); Wee Sun Lee (School of Computing, National University of Singapore)",August 2024
RCTD: Reputation-Constrained Truth Discovery in Sybil Attack Crowdsourcing Environment,"Xing Jin (School of Cyberspace, Hangzhou Dianzi University); Zhihai Gong (School of Cyberspace, Hangzhou Dianzi University); Jiuchuan Jiang (School of Information Engineering, Nanjing University of Finance and Economics); Chao Wang (Research Center for Data Hub and Security, Zhejiang Lab); Jian Zhang (School of Cyberspace, Hangzhou Dianzi University); Zhen Wang (School of Cyberspace, Hangzhou Dianzi University, Experimental Center of Data Science and Intelligent Decision-Making, Hangzhou Dianzi University)",Not Found
CheatAgent: Attacking LLM-Empowered Recommender Systems via LLM Agent,"Liang-bo Ning (The Hong Kong Polytechnic University); Shijie Wang (The Hong Kong Polytechnic University); Wenqi Fan (Department of Computing & Department of Management and Marketing, The Hong Kong Polytechnic University); Qing Li (The Hong Kong Polytechnic University); Xin Xu (The Hong Kong Polytechnic University); Hao Chen (The Hong Kong Polytechnic University); Feiran Huang (Jinan University)","13 April, 2025"
BadSampler: Harnessing the Power of Catastrophic Forgetting to Poison Byzantine-robust Federated Learning,Yi Liu (City University of Hong Kong); Cong Wang (City University of Hong Kong); Xingliang Yuan (The University of Melbourne),June 2024
Reinforced Compressive Neural Architecture Search for Versatile Adversarial Robustness,"Dingrong Wang (Golisano College of Computing and Information Sciences, Rochester Institute of Technology); Hitesh Sapkota (Amazon Inc.); Zhiqiang Tao (Golisano College of Computing and Information Sciences, Rochester Institute of Technology); Qi Yu (Golisano College of Computing and Information Sciences, Rochester Institute of Technology)","10 June, 2024"
Fake News in Sheep’s Clothing: Robust Fake News Detection Against LLM-Empowered Style Attacks,"Jiaying Wu (National University of Singapore); Jiafeng Guo (University of Chinese Academy of Sciences, Institute of Computing Technology, CAS); Bryan Hooi (National University of Singapore)","16 October, 2023"
Privacy-Preserved Neural Graph Databases,"Qi Hu(Department of CSE, Hong Kong University of Science and Technology); Haoran Li(Department of CSE, Hong Kong University of Science and Technology); Jiaxin Bai (Department of CSE, Hong Kong University of Science and Technology); Zihao Wang (Department of CSE, Hong Kong University of Science and Technology); Yangqiu Song (Department of CSE, Hong Kong University of Science and Technology)","24 December, 2023"
DPSW-Sketch: A Differentially Private Sketch Framework for Frequency Estimation over Sliding Windows,"Yiping Wang (East China Normal University); Yanhao Wang(East China Normal University); Cen Chen (East China Normal University, The State Key Laboratory of Blockchain and Data Security, Zhejiang University)",June 2024
Efficient and Effective Implicit Dynamic Graph Neural Network,"Yongjian Zhong (University of Iowa), Hieu Vu (University of Iowa), Tianbao Yang (Texas A&M University – College Station), Bijaya Adhikari (University of Iowa)",June 2024
Towards Adaptive Neighborhood for Advancing Temporal Interaction Graph Modeling,"Siwei Zhang (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Xi Chen (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Yun Xiong (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Xixi Wu (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Yao Zhang (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Yongrui Fu (Shanghai Key Laboratory of Data Science, School of Computer Science, Fudan University); Yinglong Zhao (Ant Group); Jiawei Zhang (IFM Lab, Department of Computer Science, University of California, Davis)",June 2024
Repeat-Aware Neighbor Sampling for Dynamic Graph Learning,Tao Zou (Beihang University); Yuhao Mao (Beihang University); Junchen Ye (Beihang University); Bowen Du (Beihang University),"23 May, 2024"
Dynamic Neural Dowker Network: Approximating Persistent Homology in Dynamic Directed Graphs,"Hao Li (Electronic Information School, Wuhan University); Hao Jiang (Electronic Information School, Wuhan University); Fan Jiajun (Electronic Information School, Wuhan University); Dongsheng Ye (Electronic Information School, Wuhan University); Liang Du (Electronic Information School, Wuhan University)",August 2024
Self-Explainable Temporal Graph Networks based on Graph Information Bottleneck,Sangwoo Seo (KAIST); Sungwon Kim (KAIST); Jihyeong Jung (KAIST); Yoonho Lee (KAIST); Chanyoung Park (KAIST),June 2024
LLM4DyG: Can Large Language Models Solve Spatial-Temporal Problems on Dynamic Graphs?,"Zeyang Zhang (DCST, Tsinghua University); Xin Wang (DCST, BNRist, Tsinghua University); Ziwei Zhang (DCST, Tsinghua University); Haoyang Li (DCST, Tsinghua University); Yijian Qin (DCST, Tsinghua University); Wenwu Zhu (DCST, BNRist, Tsinghua University)",Not Found
Toward Structure Fairness in Dynamic Graph Embedding: A Trend-aware Dual Debiasing Approach,"Yicong Li (The Education University of Hong Kong, University of Technology Sydney); Yu Yang (The Hong Kong Polytechnic University); Jiannong Cao (The Hong Kong Polytechnic University); Shuaiqi Liu (The Hong Kong Polytechnic University); Haoran Tang (The Hong Kong Polytechnic University); Guandong Xu (The Education University of Hong Kong, University of Technology Sydney)",June 2024
TDNetGen: Empowering Complex Network Resilience Prediction with Generative Augmentation of Topology and Dynamics,"Chang Liu (Department of Electronic Engineering, BNRist, Tsinghua University); Jingtao Ding (Department of Electronic Engineering, BNRist, Tsinghua University); Yiwen Song (Shenzhen International Graduate School, Tsinghua University); Yong Li (Department of Electronic Engineering, BNRist, Tsinghua University)",August 2024
Geometric View of Soft Decorrelation in Self-Supervised Learning,"Yifei Zhang (The Chinese University of Hong Kong); Hao Zhu (CSIRO); Zixing Song (The Chinese University of Hong Kong); Yankai Chen (Department of Computer Science and Engineering, The Chinese University of Hong Kong); Xinyu Fu (Department of Computer Science and Engineering, The Chinese University of Hong Kong); Ziqiao Meng (The Chinese University of Hong Kong); Piotr Koniusz (Data61, CSIRO); Irwin King (The Chinese University of Hong Kong)",Not Found
Self-Supervised Learning for Graph Dataset Condensation,"Yuxiang Wang (School of Computer Science, Wuhan University); Xiao Yan (Centre for Perceptual and Interactive Intelligence (CPII)); Shiyu Jin (School of Computer Science, Wuhan University); Hao Huang (School of Computer Science, Wuhan University); Quanqing Xu (OceanBase, Ant Group); Qingchen Zhang (School of Computer Science and Technology, Hainan University); Bo Du (School of Computer Science, Wuhan University); Jiawei Jiang (School of Computer Science, Wuhan University)",Not Found
Representation Learning of Geometric Trees,Zheng Zhang (Emory University); Allen Zhang (Georgia Institute of Technology); Ruth Nelson (Yale University); Giorgio Ascoli (George Mason University); Liang Zhao (Emory University),August 2024
Reserving-Masking-Reconstruction Model for Self-Supervised Heterogeneous Graph Representation,Haoran Duan (Yunnan University); Cheng Xie (Yunnan University); Linyu Li (Yunnan University),Not Found
Self-Supervised Denoising through Independent Cascade Graph Augmentation for Robust Social Recommendation,"Youchen Sun (Nanyang Technological University); Zhu Sun (A*STAR Centre for Frontier AI Research, Singapore University of Technology and Design); Yingpeng Du (Nanyang Technological University); Jie Zhang (Nanyang Technological University); Yew Soon Ong (A*STAR Centre for Frontier AI Research, Nanyang Technological University)",Not Found
Divide and Denoise: Empowering Simple Models for Robust Semi-Supervised Node Classification against Label Noise,Kaize Ding (Northwestern University); Xiaoxiao Ma (Macquarie University); Yixin Liu (Monash University); Shirui Pan (Griffith University),Not Found
Resurrecting Label Propagation for Graphs with Heterophily and Label Noise,Yao Cheng (East China Normal University); Caihua Shan (Microsoft Research Asia); Yifei Shen (Microsoft Research Asia); Xiang Li (East China Normal University); Siqiang Luo (Nanyang Technological University); Dongsheng Li (Microsoft Research Asia),"25 October, 2023"
Dataset Condensation for Time Series Classification via Dual Domain Matching,Zhanyu Liu (Shanghai Jiao Tong University); Ke Hao (Shanghai Jiao Tong University); Guanjie Zheng (Shanghai Jiao Tong University); Yanwei Yu (Ocean University of China),"11 March, 2024"
CAFO: Feature-Centric Explanation on Time Series Classification,"Jaeho Kim (Artificial Intelligence Graduate School, Ulsan National Institute of Science and Technology (UNIST)); Seok-Ju Hahn (Department of Industrial Engineering, Ulsan National Institute of Science and Technology (UNIST)); Yoontae Hwang (Department of Industrial Engineering, Ulsan National Institute of Science and Technology (UNIST)); Junghye Lee (Technology Management, Economics and Policy Program, Seoul National University (SNU), Graduate School of Engineering Practice & Institute of Engineering Research, Seoul National University (SNU)); Seulki Lee (Computer Science and Engineering & Artificial Intelligence Graduate School, Ulsan National Institute of Science and Technology (UNIST))","3 June, 2024"
Orthogonality Matters: Invariant Time Series Representation for Out-of-distribution Classification,Ruize Shi (Huazhong University of Science and Technology); Hong Huang (Huazhong University of Science and Technology); Kehan Yin (Huazhong University of Science and Technology); Wei Zhou (Huazhong University of Science and Technology); Hai Jin (Huazhong University of Science and Technology),Not Found
ShapeFormer: Shapelet Transformer for Multivariate Time Series Classification,"Xuan-May Le (School of Computing and Information Systems, University of Melbourne); Ling Luo (School of Computing and Information Systems, University of Melbourne); Uwe Aickelin (School of Computing and Information Systems, University of Melbourne); Minh-Tuan Tran (Department of Data Science and AI, Monash University)",May 2024
Mining of Switching Sparse Networks for Missing Value Imputation in Multivariate Time Series,"Kohei Obata (SANKEN, Osaka University); Koki Kawabata (SANKEN, Osaka University); Yasuko Matsubara (SANKEN, Osaka University); Yasushi Sakurai (SANKEN, Osaka University)",September 2024
ReCTSi: Resource-efficient Correlated Time Series Imputation via Decoupled Pattern Learning and Completeness-aware Attentions,"Zhichen Lai (Department of Computer Science, Aalborg University); Dalin Zhang (Department of Computer Science, Aalborg University); Huan Li (The State Key Laboratory of Blockchain and Data Security, Zhejiang University); Dongxiang Zhang (The State Key Laboratory of Blockchain and Data Security, Zhejiang University); Hua Lu (Department of People and Technology, Roskilde University); Christian S. Jensen (Department of Computer Science, Aalborg University)",Not Found
Self-Supervised Learning of Time Series Representation via Diffusion Process and Imputation-Interpolation-Forecasting Mask,"Zineb Senane (Motherbrain, EQT Group, KTH Royal Institute of Technology); Lele Cao (Motherbrain, EQT Group); Valentin Leonhard Buchner (Motherbrain, EQT Group); Yusuke Tashiro (Mitsubishi UFJ Trust Investment Technology Institute); Lei You (Technical University of Denmark); Pawel Andrzej Herman (KTH Royal Institute of Technology); Mats Nordahl (KTH Royal Institute of Technology); Ruibo Tu (KTH Royal Institute of Technology); Vilhelm von Ehrenheim (Motherbrain, EQT Group, QA.tech)","9 May, 2024"
CONFIDE: Contextual Finite Difference Modelling of PDEs,Ori Linial (Technion – Israel Institute of Technology); Orly Avner (Bosch Center for Artificial Inteligence); Dotan Di Castro (Bosch Center for Artificial Inteligence),"28 March, 2023"
Unsupervised Generative Feature Transformation via Graph Contrastive Pre-training and Multi-objective Fine-tuning,"Wangyang Ying (Arizona State University); Dongjie Wang (The University of Kansas); Xuanming Hu (Arizona State University); Yuanchun Zhou (Computer Network Information Center, Chinese Academy of Sciences); Charu C. Aggarwal (International Business Machines T. J. Watson Research Center); Yanjie Fu (Arizona State University)",May 2024
Sketch-Based Replay Projection for Continual Learning,"Jack Julian (School of Computer Science, University of Auckland); Yun Sing Koh (School of Computer Science, University of Auckland); Albert Bifet (AI Institute, The University of Waikato, LTCI, Télécom Paris, IP Paris)",Not Found
Topology-aware Embedding Memory for Continual Learning on Expanding Networks,"Xikun Zhang (University of Sydney); Dongjin Song (University of Connecticut); Yixin Chen (Washington University, Saint Louis); Dacheng Tao (University of Sydney)","23 January, 2024"
Personalized Federated Continual Learning via Multi-Granularity Prompt,"Hao Yu (School of Computing and Artificial Intelligence, Southwestern University of Finance and Economics); Xin Yang (School of Computing and Artificial Intelligence, Southwestern University of Finance and Economics); Xin Gao (School of Computing and Artificial Intelligence, Southwestern University of Finance and Economics); Yan Kang (Webank); Hao Wang (College of Computer Science, Sichuan University); Junbo Zhang (JD Intelligent Cities Research, JD iCity, JD Technology); Tianrui Li (School of Computing and Artificial Intelligence, Southwest Jiaotong University)",July 2024
Improved Active Covering via Density-Based Space Transformation,"MohammadHossein Bateni (Google Research); Hossein Esfandiari (Google Research); Samira HosseinGhorban (School of Computer Science, Institute for Research in Fundamental Sciences); Alipasha Montaseri (Sharif University of Technology)",Not Found
Handling Varied Objectives by Online Decision Making,"Lanjihong Ma (National Key Laboratory for Novel Software Technology, School of Artificial Intelligence, Nanjing University); Zhen-Yu Zhang (Center for Advanced Intelligence Project, RIKEN); Yao-Xiang Ding (State Key Lab of CAD & CG, Zhejiang University); Zhi-Hua Zhou (National Key Laboratory for Novel Software Technology, School of Artificial Intelligence, Nanjing University)",Not Found
Online Drift Detection with Maximum Concept Discrepancy,Ke Wan (University of Illinois at Urbana-Champaign); Yi Liang (Fudan University); Susik Yoon (Korea University),July 2024
Learning from Emergence: A Study on Proactively Inhibiting the Monosemantic Neurons of Artificial Neural Networks,"Jiachuan Wang (The Hong Kong University of Science and Technology); Shimin Di (The Hong Kong University of Science and Technology); Lei Chen (The Hong Kong University of Science and Technology (Guangzhou), The Hong Kong University of Science and Technology); Charles Wang Wai Ng (The Hong Kong University of Science and Technology (Guangzhou), The Hong Kong University of Science and Technology)","17 December, 2023"
Dual-Assessment Driven Pruning: Iterative Optimizing Layer-wise Sparsity for Large Language Model,Qinghui Sun (Alibaba Group); Weilun Wang (Alibaba Group); Yanni Zhu (Alibaba Group); Shenghuan He (Alibaba Group); Hao Yi (Alibaba Group); Zehua Cai (Alibaba Group); Hong Liu (Alibaba Group),Not Found
Hypformer: Exploring Efficient Transformer Fully in Hyperbolic Space,Menglin Yang (Yale University); Harshit Verma (Birla Institute of Technology and Science); Ce Zhang (Yale University); Jiahong Liu (The Chinese University of Hong Kong); Irwin King (The Chinese University of Hong Kong); Rex Ying (Yale University),"1 July, 2024"
Knowledge Distillation with Perturbed Loss: From a Vanilla Teacher to a Proxy Teacher,Rongzhi Zhang (Georgia Institute of Technology); Jiaming Shen (Google Deepmind); Tianqi Liu (Google Deepmind); Jialu Liu (Google); Michael Bendersky (Google Deepmind); Marc Najork (Google); Chao Zhang (Georgia Institute of Technology),Not Found
SiGeo: Sub-One-Shot NAS via Geometry of Loss Landscape,Hua Zheng (Northeastern University); Kuang-Hung Liu (Meta); Igor Fedorov (Meta); Xin Zhang (Meta); Wen-Yen Chen (Meta); Wei Wen (Meta),November 2023
Rotative Factorization Machines,"Zhen Tian (Gaoling School of Artificial Intelligence, Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Methods); Yuhong Shi (Zhejiang University); Xiangkun Wu (Zhejiang University); Xin Zhao (Gaoling School of Artificial Intelligence, Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Methods); Ji-Rong Wen (Gaoling School of Artificial Intelligence, Renmin University of China, Beijing Key Laboratory of Big Data Management and Analysis Methods)",Not Found
URRL-IMVC: Unified and Robust Representation Learning for Incomplete Multi-View Clustering,"Ge Teng (Zhejiang University); Ting Mao (Alibaba Cloud); Chen Shen (Alibaba Cloud); Xiang Tian (Zhejiang University, Zhejiang University Embedded System Engineering Research Center, Ministry of Education of China); Xuesong Liu (Zhejiang University, Zhejiang University Embedded System Engineering Research Center, Ministry of Education of China); Yaowu Chen (Zhejiang University, Zhejiang University Embedded System Engineering Research Center, Ministry of Education of China); Jieping Ye (Alibaba Cloud)",July 2024
Explicit and Implicit Modeling via Dual-Path Transformer for Behavior Set-informed Sequential Recommendation,"Ming Chen (College of Computer Science and Software Engineering, Shenzhen University); Weike Pan (College of Computer Science and Software Engineering, Shenzhen University); Zhong Ming (Shenzhen University, Shenzhen Technology University)",Not Found
Probabilistic Attention for Sequential Recommendation,"Yuli Liu (Qinghai University, Qinghai Provincial Key Laboratory of Media Integration Technology and Communication); Christian Walder (Google Research, Brain Team); Lexing Xie (Australian National University, Data61 CSIRO); Yiqun Liu (Department of Computer Science and Technology, Tsinghua University, Zhongguancun Laboratory)",Not Found
Dataset Regeneration for Sequential Recommendation,Mingjia Yin (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence); Hao Wang (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence); Wei Guo (Huawei Singapore Research Center); Yong Liu (Huawei Singapore Research Center); Suojuan Zhang (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence); Sirui Zhao (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence); Defu Lian (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence); Enhong Chen (University of Science and Technology of China & State Key Laboratory of Cognitive Intelligence),"27 May, 2024"
Disentangled Multi-interest Representation Learning for Sequential Recommendation,Yingpeng Du (Nanyang Technological University); Ziyan Wang (Nanyang Technological University); Zhu Sun (Singapore University of Technology and Design); Yining Ma (Nanyang Technological University); Hongzhi Liu (Peking University); Jie Zhang (Nanyang Technological University),Not Found
Pre-Training with Transferable Attention for Addressing Market Shifts in Cross-Market Sequential Recommendation,Chen Wang (University of Illinois Chicago); Ziwei Fan (Amazon); Liangwei Yang (Salesforce AI Research); Mingdai Yang (The University of Chicago); Xiaolong Liu (University of Illinois Chicago); Zhiwei Liu (Salesforce AI Research); Philip Yu (Tsinghua University),Not Found
ROTAN: A Rotation-based Temporal Attention Network for Time-Specific Next POI Recommendation,"Shanshan Feng (Centre for Frontier AI Research, ASTAR, Institute of High Performance Computing, ASTAR); Feiyu Meng (University of Electronic Science and Technology of China); Lisi Chen (University of Electronic Science and Technology of China); Shuo Shang (University of Electronic Science and Technology of China); Yew Soon Ong (Centre for Frontier AI Research, A*STAR, Nanyang Technological University)",Not Found
Diffusion-Based Cloud-Edge-Device Collaborative Learning for Next POI Recommendations,Jing Long (The University of Queensland); Guanhua Ye (Beijing University of Posts and Telecommunications); Tong Chen (The University of Queensland); Yang Wang (Hefei University of Technology); Meng Wang (Hefei University of Technology); Hongzhi Yin (The University of Queensland),May 2024
"Going Where, by Whom, and at What Time: Next Location Prediction Considering User Preference and Temporal Regularity","Tianao Sun (School of Software, Shandong University); Ke Fu (School of Software, Shandong University); Weiming Huang (School of Computer Science and Engineering, Nanyang Technological University); Kai Zhao (Robinson College of Business, Georgia State University); Yongshun Gong (School of Software, Shandong University); Meng Chen (School of Software, Shandong University)",Not Found
Enhancing Contrastive Learning on Graphs with Node Similarity,Hongliang Chi (Rensselaer Polytechnic Institute); Yao Ma (Rensselaer Polytechnic Institute),August 2022
Learning Attributed Graphlets: Predictive Graph Mining by Graphlets with Trainable Attribute,Shinji Tajima (Nagoya Institute of Technology); Ren Sugihara (Nagoya Institute of Technology); Ryota Kitahara (Nagoya Institute of Technology); Masayuki Karasuyama (Nagoya Institute of Technology),February 2024
A Learned Generalized Geodesic Distance Function-Based Approach for Node Feature Augmentation on Graphs,Amitoz Azad (Singapore Management University); Yuan Fang (Singapore Management University),"1 July, 2024"
Flexible Graph Neural Diffusion with Latent Class Representation Learning,"Liangtian Wan (Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology); Huijin Han (Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, School of Software, Dalian University of Technology); Lu Sun (Department of Communication Engineering, Institute of Information Science Technology, Dalian Martime University); Zixun Zhang (School of Science and Engineering, The Chinese University of Hong Kong, Shenzhen); Zhaolong Ning (School of Communication and Information Engineering, Chongqing University of Post and Telecommunications); Xiaoran Yan (Research Center for Data Hub and Security, Zhejiang Lab); Feng Xia (School of Computing Technologies, RMIT University)",Not Found
DFGNN: Dual-frequency Graph Neural Network for Sign-aware Feedback,"Yiqing Wu (Institute of Computing Technology, Chinese Academy of Sciences, University of Chinese Academy of Sciences); Ruobing Xie (Tencent); Zhao Zhang(Institute of Computing Technology, Chinese Academy of Sciences); Xu Zhang (Tencent); Fuzhen Zhuang (Institute of Artificial Intelligence, Beihang University, Zhongguancun Laboratory); Leyu Lin (Tencent); Zhanhui Kang (Tencent); Yongjun Xu (Institute of Computing Technology, Chinese Academy of Sciences)",May 2024
Global Human-guided Counterfactual Explanations for Molecular Properties via Reinforcement Learning,"Danqing Wang (Language Technologies Institute, Carnegie Mellon University); Antonis Antoniades (University of California, Santa Barbara); Kha-Dinh Luong (University of California, Santa Barbara); Edwin Zhang (Harvard University, Founding); Mert Kosan (University of California, Santa Barbara); Jiachen Li (University of California, Santa Barbara); Ambuj Singh (University of California, Santa Barbara); William Yang Wang (University of California, Santa Barbara); Lei Li (Language Technologies Institute, Carnegie Mellon University)",June 2024
PolygonGNN: Representation Learning for Polygonal Geometries with Heterogeneous Visibility Graph,Dazhou Yu (Emory University); Yuntong Hu (Emory University); Yun Li (Emory University); Liang Zhao (Emory University),"30 June, 2024"
GEO: Generative Engine Optimization,"Pranjal Aggarwal (Indian Institute of Technology, Delhi); Vishvak Murahari (Princeton University); Tanmay Rajpurohit (Independent); Ashwin Vijayakumar (Independent); Karthik Narasimhan (Princeton University); Ameet Deshpande (Princeton University)","16 November, 2023"
Subspace Selection based Prompt Tuning with Nonconvex Nonsmooth Black-Box Optimization,"Haozhen Zhang (School of Artificial Intelligence, Jilin University); Hualin Zhang (Mohamed bin Zayed University of Artificial Intelligence); Bin Gu (School of Artificial Intelligence, Jilin University); Yi Chang (School of Artificial Intelligence, Jilin University, Engineering Research Center of Knowledge-Driven Human-Machine Intelligence, Ministry of Education)",Not Found
Efficient Decision Rule List Learning via Unified Sequence Submodular Optimization,"Linxiao Yang (DAMO Academy, Alibaba Group); Jingbang Yang (DAMO Academy, Alibaba Group); Liang Sun (DAMO Academy, Alibaba Group)",Not Found
FAST: An Optimization Framework for Fast Additive Segmentation in Transparent ML,Brian Liu (Massachusetts Institute of Technology); Rahul Mazumder (Massachusetts Institute of Technology),"19 February, 2024"
BTTackler: A Diagnosis-based Framework for Efficient Deep Learning Hyperparameter Optimization,"Zhongyi Pei (School of Software, BNRist, Tsinghua University); Zhiyao Cen (School of Software, BNRist, Tsinghua University); Yipeng Huang (School of Software, BNRist, Tsinghua University); Chen Wang (School of Software, EIRI, Tsinghua University); Lin Liu (School of Software, BNRist, Tsinghua University); Philip Yu (School of Software, Tsinghua University); Mingsheng Long (School of Software, BNRist, Tsinghua University); Jianmin Wang (School of Software, BNRist, Tsinghua University)",Not Found
Effective Generation of Feasible Solutions for Integer Programming via Guided Diffusion,Hao Zeng (Cainiao Network); Jiaqi Wang (Tsinghua University); Avirup Das (University of Manchester); Junying He (Cainiao Network); Kunpeng Han (Cainiao Network); Haoyuan Hu (Cainiao Network); Mingfei Sun (University of Manchester),June 2024
Max-Min Diversification with Asymmetric Distances,"Iiro Kumpulainen (University of Helsinki); Florian Adriaens (University of Helsinki, HIIT); Nikolaj Tatti (University of Helsinki, HIIT)",February 2025
BoKA: Bayesian Optimization based Knowledge Amalgamation for Multi-unknown-domain Text Classification,"Linzhu Yu (The State Key Laboratory of Blockchain and Data Security, Zhejiang University); Huan Li (The State Key Laboratory of Blockchain and Data Security, Zhejiang University); Ke Chen (The State Key Laboratory of Blockchain and Data Security, Zhejiang University); Lidan Shou (The State Key Laboratory of Blockchain and Data Security, Zhejiang University)",Not Found
Label Learning Method Based on Tensor Projection,"Jing Li (School of Telecommunications Engineering, Xidian University); Quanxue Gao (School of Telecommunications Engineering, Xidian University); Qianqian Wang(School of Telecommunications Engineering, Xidian University); Cheng Deng (School of Electronic Engineering, Xidian University); Deyan Xie(School of Science and Information Science, Qingdao Agricultural University)",February 2024
Gandalf: Learning Label-label Correlations in Extreme Multi-label Classification via Label Features,"Siddhant Kharbanda (University of California, Los Angeles); Devaansh Gupta (Aalto University); Erik Schultheis (Aalto University); Atmadeep Banerjee (Aalto University); Cho-Jui Hsieh (University of California, Los Angeles); Rohit Babbar (Aalto University, University of Bath)",Not Found
