Title,Authors,Institutes,Submission Date
VCoder: Versatile Vision Encoders for Multimodal Large Language Models,"['Jitesh Jain', 'Jianwei Yang', 'Humphrey Shi']","['Georgia Tech', 'Microsoft Research', 'Georgia Tech | UIUC / Oregon | PAIR']",December 2023
TextCraftor: Your Text Encoder Can be Image Quality Controller,"['Yanyu Li', 'Xian Liu', 'Anil Kag', 'Ju Hu', 'Yerlan Idelbayev', 'Dhritiman Sagar', 'Yanzhi Wang', 'Sergey Tulyakov', 'Jian Ren']","['Northeastern University', 'The Chinese University of Hong Kong', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Snap Inc.', 'Northeastern University', 'Snap Inc.', 'Snap Inc.']",March 2024
Geometry Transfer for Stylizing Radiance Fields,"['Hyunyoung Jung', 'Seonghyeon Nam', 'Nikolaos Sarafianos', 'Sungjoo Yoo', 'Alexander Sorkine-Hornung', 'Rakesh Ranjan']","['Seoul National University', 'Facebook', 'Meta Reality Labs', None, 'Meta', '']","1 February, 2024"
3D Human Pose Perception from Egocentric Stereo Videos,"['Hiroyasu Akada', 'Jian Wang', 'Vladislav Golyanik', 'Christian Theobalt']","['Max Planck Institute for Informatics', 'Max Planck Institute for Informatics', 'MPI for Informatics', 'MPI Informatik']","30 December, 2023"
Generalized Large-Scale Data Condensation via Various Backbone and Statistical Matching,"['Shitong Shao', 'Zeyuan Yin', 'Muxin Zhou', 'Xindong Zhang', 'Zhiqiang Shen']","['Southeast University', 'Mohamed bin Zayed University of Artificial Intelligence', 'Mohamed bin Zayed University of Artificial Intelligence', 'The Hong Kong Polytechnic University, Hong Kong Polytechnic University', 'Mohamed bin Zayed University of Artificial Intelligence']","29 November, 2023"
AAMDM: Accelerated Auto-regressive Motion Diffusion Model,"['Tianyu Li', 'Calvin Zhuhan Qiao', 'Ren Guanqiao', 'KangKang Yin', 'Sehoon Ha']","['Georgia Institute of Technology', 'University of British Columbia', 'Beijing University of Aeronautics and Astronautics', 'Simon Fraser University', 'Georgia Institute of Technology']",January 2024
QN-Mixer: A Quasi-Newton MLP-Mixer Model for Sparse-View CT Reconstruction,"['Ishak Ayad', 'Nicolas Larue', 'Mai K. Nguyen']","['ETIS & AGM, CY Cergy Paris University, ENSEA, CNRS', 'ETIS , CY Cergy Paris University, ENSEA, CNRS, University of Ljubljana', 'ETIS , CY Cergy Paris University, ENSEA, CNRS']","27 February, 2024"
Check Locate Rectify: A Training-Free Layout Calibration System for Text-to-Image Generation,"['Biao Gong', 'Siteng Huang', 'Yutong Feng', 'Shiwei Zhang', 'Yuyuan Li', 'Yu Liu']","['Alibaba Group', 'Zhejiang University &amp; Westlake University', 'Alibaba Group', 'Alibaba Group', 'Zhejiang University', 'Alibaba Group']","27 November, 2023"
Prompt3D: Random Prompt Assisted Weakly-Supervised 3D Object Detection,"['Xiaohong Zhang', 'Huisheng Ye', 'Jingwen Li', 'Qinyu Tang', 'Yuanqi Li', 'Yanwen Guo', 'Jie Guo']","['', 'Nanjing University', 'Nanjing University', 'Nanjing University', 'Nanjing University', 'Nanjing University', 'Nanjing University']",Not Found
Can Language Beat Numerical Regression? Language-Based Multimodal Trajectory Prediction,"['Inhwan Bae', 'Junoh Lee', 'Hae-Gon Jeon']","['GIST', 'Gwangju Institute of Science and Technology', 'GIST']",Not Found
Efficient Meshflow and Optical Flow Estimation from Event Cameras,"['Xinglong Luo', 'Ao Luo', 'Zhengning Wang', 'Chunyu Lin', 'Bing Zeng', 'Shuaicheng Liu']","[None, 'Megvii Technology Inc.', 'University of Electronic Science and Technology of China', 'Beijing Jiaotong University', None, None]",Not Found
Boosting Self-Supervision for Single-View Scene Completion via Knowledge Distillation,"['Keonhee Han', 'Dominik Muhle', 'Felix Wimbauer', 'Daniel Cremers']","['Technical University of Munich', 'Technical University of Munich', 'Technical University of Munich', 'Technical University Munich']",April 2024
C3Net: Compound Conditioned ControlNet for Multimodal Content Generation,"['Juntao Zhang', 'Yuehuai LIU', 'Yu-Wing Tai', 'Chi-Keung Tang']","['Hong Kong University of Science and Technology', 'Hong Kong University of Science and Technology', None, 'The Hong Kong University of Science and Technology']",November 2023
Volumetric Environment Representation for Vision-Language Navigation,"['Liu', 'Wenguan Wang', 'Yi Yang']","[None, 'Zhejiang University', 'Zhejiang University']",March 2024
CrossKD: Cross-Head Knowledge Distillation for Object Detection,"['JiaBao Wang', 'yuming chen', 'Zhaohui Zheng', 'Xiang Li', 'Ming-Ming Cheng', 'Qibin Hou']","['Nankai University', None, 'Nankai University', 'Nankai University', 'Nankai University, Tsinghua University', 'Nankai University']","20 June, 2023"
Continual-MAE: Adaptive Distribution Masked Autoencoders for Continual Test-Time Adaptation,"['Jiaming Liu', 'Ran Xu', 'Senqiao Yang', 'Renrui Zhang', 'Qizhe Zhang', 'Zehui Chen', 'Yandong Guo', 'Shanghang Zhang']","['Peking University', 'Beijing University of Posts and Telecommunications', 'Harbin Institute of Technology', 'MMLab of CUHK &amp;amp;amp; Shanghai AI Laboratory', 'Peking University', 'University of Science and Technology of China', 'OPPO Research Institute', 'Peking University']","19 December, 2023"
TiNO-Edit: Timestep and Noise Optimization for Robust Diffusion-Based Image Editing,"['Sherry X. Chen', 'Yaron Vaxman', 'Elad Ben Baruch', 'David Asulin', 'Aviad Moreshet', 'Kuo-Chin Lien', 'Misha Sra', 'Pradeep Sen']","['University of California, Santa Barbara', 'cloudinary', 'Cloudinary', 'Cloudinary Ltd.', 'Cloudinary', 'Layer AI', 'University of California, Santa Barbara', 'UC Santa Barbara']",April 2024
Leveraging Camera Triplets for Efficient and Accurate Structure-from-Motion,"['Lalit Manam', 'Venu Madhav Govindu']","['Indian Institute of Science', 'Indian Institute of Science']",Not Found
LEAD: Learning Decomposition for Source-free Universal Domain Adaptation,"['Sanqing Qu', 'Tianpei Zou', 'Lianghua He', 'Florian Röhrbein', 'Alois Knoll', 'Guang Chen', 'Changjun Jiang']","['Tongji University', 'Tongji University', 'Tongji University', 'Chemnitz University of Technology', 'Technical University Munich', 'Tongji University', 'Tongji University']",March 2024
CG-HOI: Contact-Guided 3D Human-Object Interaction Generation,"['Christian Diller', 'Angela Dai']","['Technische Universität München', '']","27 November, 2023"
